Dota 2, Counter-Strike Global Offensive, Team Fortress 2, Counter-Strike, Sid Meier's Civilization V, Counter-Strike Source, The Elder Scrolls V Skyrim, Garry's Mod, Call of Duty Modern Warfare 2 - Multiplayer, Left 4 Dead 2, Terraria, Football Manager 2013, Football Manager 2012, Warframe, Football Manager 2015, Football Manager 2014, Arma 3, Grand Theft Auto V, Borderlands 2, Empire Total War
86189832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86245871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86448907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86779877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86978692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87646732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87686595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87886634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87947085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88116642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88173801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88393171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88544184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88759352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89422440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89479298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89559973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89623082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89648859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89867101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89946150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90153776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90359362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90626360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90735121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90944420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91303257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91405713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91549286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91716452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91881892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92173524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92342574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92390715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92542467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92842809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92965596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93054621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93209414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93263468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93290614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93313267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93326304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93350571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93963263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94086389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94156206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94396146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94429644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94526239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94607216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94690589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94778390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94858657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94961328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95273667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95445569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95460323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95562622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95747088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95758079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95819457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95924900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96079217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96086538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96157153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96355913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96515834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96795319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96977722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97238489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97291615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97366087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98088157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98152188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98200791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98269934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98361644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98624880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98625085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98653215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99074324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99202472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99216273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99329811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99372794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99575517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99812428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99961115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100616360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101030173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101240143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101355301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101399037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101414179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101803777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101809411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101827664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102154135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102327684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102343357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102376253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102494404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102831764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102866858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103574570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103631407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103705957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103729596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103908321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103966604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103984034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104077418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104151931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104235320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104380136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104418870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104704406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104900462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105022811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105071117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105632759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105644511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105720584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105938590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106004548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106054679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106238372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106387489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106682261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106797321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106925576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107097425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107307955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107359794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107574541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107841348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108011380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108391103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108591170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108726847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108877388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109655092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109763455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109967112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109969285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110088484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110104315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110121805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110473936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110899658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110903956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110928152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111091837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111313670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111451741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111820040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112085262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112474535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112584028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112700700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112774446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112944877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112986636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113411607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113496097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113530439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113557230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113557935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114017825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114080968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114092121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114132445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114273290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114325392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114479142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114751336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114789855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114881003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114922862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114931125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115019075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115160797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115358376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115375178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115436501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115494980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115637271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115736372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115784259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115806772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115826231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116314616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116409449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116478374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116620161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116966965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117194705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117414332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117463647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117483116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117720079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118301896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118433250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118664413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118838369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119103675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119211507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119829710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119970695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119971648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120066253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120650367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120952837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121480841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121531316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121535800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121593653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121674532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121809665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122118929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122189133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122328547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122471552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122940861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123148033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123325040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123423051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123449538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123546767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123627691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123670509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123727087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123917008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123939009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124142651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124451578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124462762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124566319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124777563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124851136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124975432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125191585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125198998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125559963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125595162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125699277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125718913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125875677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125950209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126074325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126233699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126339247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126567484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126583867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126887624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127218796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127261069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127298726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127974833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128135136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128279487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128285073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128342186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128430362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128608678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128653133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128817246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128964236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129272742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129478920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129720834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129724065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129743598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129825010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129926253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130021142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130247011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130303679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130440628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130553575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130742617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131130328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131203306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131334429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131613117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131732878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131912265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132118265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132277897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132313154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132353043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132732817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132852256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133033659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133048797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133149797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133231400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133237267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133273541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133313288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133439311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133547462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133680143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133800100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134017049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134225377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134416946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134590374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134615317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134910543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135148415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
